caregiver_id,day_of_week,start_time,end_time,is_available
23,Sat,14:00,21:00,True
24,Fri,08:00,21:00,True
24,Wed,09:00,13:00,True
24,Tue,08:00,21:00,True
24,Sat,08:00,21:00,True
24,Sun,14:00,21:00,True
25,Wed,13:00,18:00,True
25,Mon,14:00,21:00,True
25,Sun,08:00,21:00,True
25,Sat,13:00,18:00,True
26,Mon,08:00,21:00,True
26,Sun,14:00,21:00,True
26,Thu,08:00,12:00,True
26,Wed,08:00,21:00,True
27,Sun,09:00,13:00,True
27,Mon,09:00,18:00,True
27,Fri,08:00,21:00,True
28,Wed,08:00,12:00,True
28,Fri,13:00,18:00,True
28,Sat,13:00,18:00,True
29,Sat,09:00,18:00,True
29,Tue,08:00,21:00,True
29,Mon,09:00,13:00,True
29,Wed,09:00,13:00,True
29,Sun,09:00,18:00,True
30,Wed,08:00,21:00,True
30,Sun,13:00,18:00,True
30,Fri,08:00,21:00,True
30,Mon,09:00,13:00,True
30,Tue,08:00,12:00,True
31,Sat,09:00,18:00,True
31,Fri,08:00,21:00,True
31,Wed,09:00,13:00,True
31,Thu,09:00,13:00,True
31,Sun,08:00,21:00,True
31,Tue,09:00,18:00,True
32,Mon,09:00,18:00,True
32,Fri,14:00,21:00,True
32,Thu,14:00,21:00,True
32,Sun,09:00,18:00,True
32,Tue,08:00,12:00,True
32,Sat,09:00,18:00,True
33,Fri,14:00,21:00,True
33,Mon,08:00,12:00,True
33,Sat,13:00,18:00,True
34,Mon,09:00,13:00,True
34,Tue,08:00,21:00,True
34,Fri,09:00,13:00,True
34,Thu,08:00,12:00,True
34,Wed,08:00,12:00,True
35,Sat,09:00,18:00,True
35,Mon,08:00,12:00,True
35,Sun,09:00,13:00,True
35,Thu,09:00,13:00,True
36,Tue,09:00,18:00,True
36,Sat,08:00,21:00,True
36,Fri,13:00,18:00,True
36,Wed,09:00,13:00,True
36,Thu,13:00,18:00,True
37,Wed,09:00,18:00,True
37,Sat,13:00,18:00,True
37,Thu,08:00,21:00,True
38,Mon,14:00,21:00,True
38,Fri,09:00,13:00,True
38,Thu,13:00,18:00,True
38,Sat,09:00,13:00,True
38,Wed,13:00,18:00,True
38,Sun,08:00,21:00,True
39,Thu,08:00,12:00,True
39,Tue,09:00,13:00,True
39,Wed,09:00,13:00,True
39,Fri,08:00,21:00,True
40,Wed,08:00,12:00,True
40,Sun,08:00,21:00,True
40,Sat,14:00,21:00,True
40,Thu,13:00,18:00,True
40,Tue,09:00,13:00,True
41,Tue,09:00,18:00,True
41,Sun,09:00,13:00,True
41,Wed,14:00,21:00,True
41,Sat,09:00,18:00,True
41,Thu,08:00,21:00,True
42,Tue,09:00,13:00,True
42,Sat,09:00,18:00,True
42,Fri,08:00,21:00,True
42,Thu,08:00,12:00,True
43,Sat,09:00,13:00,True
43,Tue,09:00,18:00,True
43,Mon,14:00,21:00,True
44,Mon,08:00,12:00,True
44,Fri,09:00,18:00,True
44,Thu,09:00,13:00,True
44,Tue,09:00,13:00,True
44,Sun,09:00,13:00,True
45,Thu,09:00,18:00,True
45,Sun,14:00,21:00,True
45,Sat,08:00,12:00,True
46,Sun,13:00,18:00,True
46,Sat,08:00,12:00,True
46,Fri,08:00,12:00,True
46,Thu,08:00,21:00,True
47,Wed,09:00,13:00,True
47,Tue,09:00,18:00,True
47,Fri,14:00,21:00,True
48,Wed,09:00,18:00,True
48,Fri,14:00,21:00,True
48,Sat,13:00,18:00,True
49,Sun,09:00,13:00,True
49,Tue,14:00,21:00,True
49,Mon,08:00,21:00,True
49,Fri,08:00,21:00,True
49,Sat,09:00,13:00,True
50,Mon,09:00,18:00,True
50,Tue,09:00,18:00,True
50,Thu,09:00,18:00,True
50,Fri,14:00,21:00,True
51,Sat,09:00,18:00,True
51,Fri,09:00,18:00,True
51,Tue,09:00,13:00,True
52,Thu,08:00,21:00,True
52,Mon,08:00,21:00,True
52,Wed,14:00,21:00,True
52,Fri,09:00,18:00,True
52,Sat,09:00,18:00,True
53,Wed,09:00,13:00,True
53,Fri,14:00,21:00,True
53,Tue,13:00,18:00,True
53,Thu,13:00,18:00,True
53,Sat,08:00,21:00,True
54,Sat,14:00,21:00,True
54,Tue,08:00,21:00,True
54,Thu,14:00,21:00,True
54,Wed,09:00,13:00,True
54,Fri,08:00,21:00,True
54,Mon,13:00,18:00,True
55,Fri,08:00,12:00,True
55,Sun,09:00,13:00,True
55,Thu,08:00,21:00,True
55,Mon,08:00,21:00,True
55,Tue,13:00,18:00,True
55,Sat,09:00,13:00,True
56,Wed,14:00,21:00,True
56,Thu,08:00,12:00,True
56,Sat,13:00,18:00,True
56,Tue,14:00,21:00,True
56,Fri,08:00,12:00,True
56,Mon,08:00,12:00,True
57,Mon,08:00,12:00,True
57,Thu,08:00,21:00,True
57,Sat,08:00,12:00,True
57,Wed,08:00,12:00,True
57,Sun,13:00,18:00,True
57,Tue,08:00,21:00,True
58,Sat,08:00,12:00,True
58,Sun,08:00,21:00,True
58,Thu,09:00,18:00,True
58,Fri,09:00,13:00,True
59,Wed,08:00,12:00,True
59,Sun,13:00,18:00,True
59,Tue,08:00,21:00,True
59,Thu,14:00,21:00,True
60,Sat,08:00,12:00,True
60,Tue,09:00,13:00,True
60,Wed,13:00,18:00,True
61,Thu,14:00,21:00,True
61,Tue,13:00,18:00,True
61,Sun,09:00,13:00,True
61,Sat,09:00,13:00,True
61,Wed,13:00,18:00,True
61,Mon,14:00,21:00,True
62,Thu,08:00,12:00,True
62,Tue,13:00,18:00,True
62,Mon,09:00,13:00,True
62,Fri,09:00,18:00,True
62,Sun,13:00,18:00,True
62,Sat,09:00,13:00,True
63,Sun,08:00,12:00,True
63,Mon,14:00,21:00,True
63,Thu,08:00,12:00,True
63,Wed,09:00,13:00,True
63,Tue,09:00,13:00,True
64,Fri,14:00,21:00,True
64,Wed,08:00,12:00,True
64,Sun,13:00,18:00,True
64,Mon,08:00,21:00,True
64,Thu,09:00,13:00,True
65,Thu,08:00,21:00,True
65,Sun,13:00,18:00,True
65,Mon,14:00,21:00,True
65,Fri,14:00,21:00,True
65,Tue,13:00,18:00,True
65,Wed,09:00,18:00,True
66,Wed,14:00,21:00,True
66,Sun,13:00,18:00,True
66,Sat,08:00,21:00,True
66,Tue,08:00,12:00,True
66,Fri,08:00,12:00,True
67,Sat,08:00,12:00,True
67,Wed,08:00,21:00,True
67,Tue,13:00,18:00,True
67,Sun,13:00,18:00,True
68,Sat,09:00,13:00,True
68,Mon,14:00,21:00,True
68,Sun,08:00,12:00,True
69,Thu,13:00,18:00,True
69,Mon,13:00,18:00,True
69,Sat,13:00,18:00,True
69,Fri,09:00,13:00,True
70,Wed,09:00,13:00,True
70,Sat,08:00,12:00,True
70,Tue,08:00,12:00,True
70,Fri,09:00,13:00,True
70,Thu,08:00,12:00,True
70,Sun,09:00,18:00,True
71,Sun,09:00,13:00,True
71,Sat,09:00,18:00,True
71,Wed,09:00,18:00,True
72,Tue,09:00,18:00,True
72,Thu,08:00,21:00,True
72,Fri,09:00,13:00,True
72,Sat,14:00,21:00,True
72,Sun,08:00,12:00,True
73,Sat,13:00,18:00,True
73,Thu,08:00,12:00,True
73,Mon,09:00,18:00,True
73,Tue,09:00,13:00,True
73,Sun,09:00,13:00,True
73,Fri,09:00,18:00,True
74,Fri,08:00,12:00,True
74,Sun,08:00,12:00,True
74,Mon,08:00,21:00,True
74,Wed,09:00,13:00,True
74,Thu,08:00,21:00,True
74,Sat,08:00,12:00,True
75,Wed,14:00,21:00,True
75,Fri,14:00,21:00,True
75,Mon,09:00,18:00,True
75,Sun,13:00,18:00,True
75,Thu,08:00,12:00,True
75,Sat,14:00,21:00,True
76,Tue,09:00,13:00,True
76,Sun,14:00,21:00,True
76,Mon,08:00,21:00,True
76,Thu,13:00,18:00,True
76,Fri,13:00,18:00,True
76,Sat,08:00,12:00,True
77,Fri,13:00,18:00,True
77,Thu,09:00,13:00,True
77,Mon,13:00,18:00,True
78,Sat,08:00,21:00,True
78,Sun,14:00,21:00,True
78,Mon,08:00,21:00,True
78,Wed,08:00,21:00,True
78,Fri,13:00,18:00,True
79,Thu,09:00,13:00,True
79,Sat,08:00,21:00,True
79,Mon,14:00,21:00,True
79,Fri,08:00,12:00,True
79,Wed,09:00,18:00,True
80,Tue,08:00,12:00,True
80,Fri,09:00,13:00,True
80,Mon,14:00,21:00,True
80,Sun,14:00,21:00,True
81,Sun,09:00,13:00,True
81,Sat,13:00,18:00,True
81,Wed,09:00,13:00,True
81,Mon,08:00,12:00,True
82,Sun,08:00,12:00,True
82,Thu,09:00,13:00,True
82,Fri,08:00,12:00,True
82,Tue,08:00,12:00,True
82,Mon,08:00,12:00,True
82,Sat,09:00,13:00,True
83,Mon,14:00,21:00,True
83,Wed,08:00,12:00,True
83,Sun,09:00,13:00,True
83,Fri,09:00,18:00,True
84,Fri,09:00,13:00,True
84,Sun,08:00,21:00,True
84,Sat,13:00,18:00,True
85,Thu,14:00,21:00,True
85,Sat,09:00,18:00,True
85,Wed,14:00,21:00,True
86,Fri,09:00,13:00,True
86,Wed,08:00,21:00,True
86,Sun,09:00,13:00,True
86,Tue,13:00,18:00,True
86,Mon,09:00,18:00,True
86,Sat,08:00,21:00,True
87,Sat,09:00,18:00,True
87,Sun,09:00,18:00,True
87,Wed,09:00,13:00,True
88,Sun,13:00,18:00,True
88,Tue,08:00,12:00,True
88,Wed,08:00,12:00,True
88,Sat,09:00,13:00,True
89,Sat,09:00,13:00,True
89,Thu,08:00,21:00,True
89,Sun,09:00,18:00,True
89,Wed,08:00,21:00,True
90,Tue,09:00,18:00,True
90,Fri,09:00,13:00,True
90,Wed,08:00,21:00,True
91,Mon,13:00,18:00,True
91,Wed,13:00,18:00,True
91,Tue,08:00,12:00,True
91,Fri,08:00,21:00,True
91,Sat,08:00,12:00,True
91,Sun,08:00,12:00,True
92,Mon,13:00,18:00,True
92,Wed,09:00,13:00,True
92,Sat,14:00,21:00,True
92,Sun,09:00,13:00,True
92,Thu,08:00,21:00,True
93,Wed,14:00,21:00,True
93,Tue,08:00,21:00,True
93,Sat,09:00,18:00,True
94,Mon,08:00,12:00,True
94,Wed,09:00,13:00,True
94,Fri,09:00,13:00,True
94,Thu,08:00,21:00,True
94,Sun,13:00,18:00,True
94,Sat,08:00,12:00,True
95,Wed,14:00,21:00,True
95,Thu,08:00,12:00,True
95,Sun,13:00,18:00,True
95,Tue,14:00,21:00,True
96,Sun,14:00,21:00,True
96,Thu,09:00,18:00,True
96,Fri,08:00,21:00,True
97,Sun,09:00,13:00,True
97,Thu,09:00,13:00,True
97,Tue,09:00,13:00,True
98,Fri,08:00,12:00,True
98,Thu,08:00,21:00,True
98,Sun,09:00,18:00,True
98,Wed,09:00,18:00,True
98,Tue,09:00,18:00,True
98,Sat,14:00,21:00,True
99,Sun,13:00,18:00,True
99,Wed,14:00,21:00,True
99,Fri,13:00,18:00,True
100,Thu,08:00,12:00,True
100,Wed,08:00,21:00,True
100,Tue,14:00,21:00,True
101,Sat,14:00,21:00,True
101,Thu,09:00,13:00,True
101,Fri,14:00,21:00,True
101,Mon,08:00,21:00,True
101,Sun,14:00,21:00,True
102,Tue,08:00,12:00,True
102,Mon,13:00,18:00,True
102,Thu,08:00,21:00,True
103,Sun,13:00,18:00,True
103,Thu,09:00,13:00,True
103,Fri,13:00,18:00,True
103,Wed,08:00,21:00,True
104,Sat,08:00,21:00,True
104,Tue,14:00,21:00,True
104,Sun,09:00,18:00,True
104,Wed,08:00,12:00,True
105,Wed,09:00,18:00,True
105,Tue,08:00,12:00,True
105,Thu,08:00,12:00,True
105,Sun,09:00,18:00,True
105,Fri,08:00,21:00,True
105,Sat,13:00,18:00,True
106,Tue,09:00,18:00,True
106,Sun,14:00,21:00,True
106,Fri,08:00,21:00,True
106,Sat,13:00,18:00,True
106,Mon,08:00,21:00,True
107,Sat,09:00,18:00,True
107,Fri,13:00,18:00,True
107,Thu,09:00,13:00,True
107,Wed,08:00,21:00,True
108,Fri,08:00,12:00,True
108,Wed,08:00,21:00,True
108,Thu,09:00,18:00,True
108,Mon,09:00,18:00,True
108,Tue,09:00,18:00,True
109,Sun,13:00,18:00,True
109,Sat,08:00,21:00,True
109,Tue,09:00,13:00,True
109,Mon,13:00,18:00,True
109,Fri,08:00,21:00,True
110,Thu,08:00,21:00,True
110,Sun,13:00,18:00,True
110,Sat,08:00,12:00,True
110,Mon,13:00,18:00,True
110,Fri,09:00,18:00,True
110,Wed,09:00,13:00,True
111,Mon,14:00,21:00,True
111,Sun,08:00,21:00,True
111,Wed,09:00,18:00,True
111,Fri,09:00,18:00,True
112,Tue,08:00,21:00,True
112,Sat,08:00,12:00,True
112,Sun,09:00,18:00,True
112,Fri,09:00,18:00,True
113,Sat,08:00,21:00,True
113,Mon,08:00,12:00,True
113,Sun,14:00,21:00,True
114,Thu,13:00,18:00,True
114,Mon,08:00,12:00,True
114,Fri,08:00,12:00,True
114,Sat,14:00,21:00,True
115,Sat,08:00,12:00,True
115,Thu,08:00,12:00,True
115,Wed,08:00,21:00,True
115,Tue,08:00,12:00,True
116,Thu,08:00,12:00,True
116,Wed,08:00,12:00,True
116,Sat,09:00,13:00,True
116,Sun,08:00,12:00,True
117,Thu,13:00,18:00,True
117,Fri,09:00,13:00,True
117,Wed,08:00,12:00,True
117,Mon,14:00,21:00,True
117,Tue,14:00,21:00,True
118,Tue,09:00,13:00,True
118,Sat,08:00,12:00,True
118,Mon,14:00,21:00,True
119,Mon,08:00,12:00,True
119,Wed,08:00,21:00,True
119,Sat,08:00,21:00,True
120,Sun,08:00,12:00,True
120,Fri,08:00,21:00,True
120,Sat,09:00,13:00,True
120,Mon,09:00,18:00,True
121,Thu,08:00,12:00,True
121,Tue,14:00,21:00,True
121,Mon,14:00,21:00,True
121,Sun,13:00,18:00,True
121,Sat,08:00,12:00,True
121,Wed,14:00,21:00,True
122,Wed,09:00,18:00,True
122,Sun,09:00,18:00,True
122,Mon,09:00,18:00,True
122,Tue,14:00,21:00,True
122,Thu,08:00,21:00,True
122,Sat,08:00,21:00,True
123,Thu,13:00,18:00,True
123,Tue,09:00,18:00,True
123,Sun,09:00,13:00,True
123,Mon,09:00,13:00,True
124,Thu,09:00,18:00,True
124,Mon,14:00,21:00,True
124,Fri,09:00,18:00,True
124,Sat,14:00,21:00,True
125,Wed,14:00,21:00,True
125,Thu,09:00,13:00,True
125,Sun,09:00,13:00,True
125,Fri,14:00,21:00,True
126,Fri,13:00,18:00,True
126,Sun,09:00,18:00,True
126,Wed,14:00,21:00,True
126,Mon,09:00,18:00,True
127,Tue,08:00,12:00,True
127,Mon,13:00,18:00,True
127,Wed,14:00,21:00,True
127,Sun,08:00,12:00,True
127,Fri,09:00,18:00,True
128,Tue,08:00,21:00,True
128,Fri,08:00,21:00,True
128,Thu,08:00,21:00,True
128,Sun,13:00,18:00,True
128,Wed,09:00,18:00,True
129,Tue,13:00,18:00,True
129,Sun,14:00,21:00,True
129,Fri,08:00,21:00,True
129,Wed,09:00,13:00,True
129,Mon,08:00,12:00,True
130,Tue,14:00,21:00,True
130,Fri,09:00,18:00,True
130,Mon,09:00,18:00,True
130,Sun,14:00,21:00,True
131,Sat,09:00,13:00,True
131,Wed,08:00,21:00,True
131,Thu,09:00,18:00,True
132,Mon,08:00,12:00,True
132,Wed,09:00,13:00,True
132,Tue,09:00,18:00,True
132,Sat,09:00,18:00,True
132,Thu,08:00,12:00,True
132,Sun,08:00,21:00,True
133,Sat,09:00,13:00,True
133,Wed,13:00,18:00,True
133,Mon,09:00,18:00,True
133,Fri,08:00,12:00,True
133,Thu,09:00,18:00,True
133,Sun,09:00,13:00,True
134,Sun,08:00,12:00,True
134,Sat,08:00,21:00,True
134,Fri,08:00,12:00,True
135,Sat,08:00,21:00,True
135,Thu,09:00,13:00,True
135,Fri,13:00,18:00,True
135,Wed,08:00,21:00,True
136,Tue,08:00,21:00,True
136,Sat,09:00,18:00,True
136,Wed,09:00,13:00,True
136,Sun,09:00,13:00,True
136,Thu,09:00,13:00,True
137,Wed,08:00,21:00,True
137,Mon,09:00,18:00,True
137,Tue,14:00,21:00,True
138,Thu,09:00,18:00,True
138,Wed,09:00,18:00,True
138,Fri,13:00,18:00,True
138,Sat,13:00,18:00,True
138,Sun,14:00,21:00,True
138,Mon,09:00,13:00,True
139,Sun,08:00,21:00,True
139,Wed,09:00,18:00,True
139,Thu,08:00,12:00,True
139,Mon,13:00,18:00,True
139,Fri,09:00,13:00,True
140,Mon,08:00,21:00,True
140,Fri,09:00,13:00,True
140,Wed,13:00,18:00,True
140,Thu,14:00,21:00,True
141,Thu,08:00,21:00,True
141,Tue,08:00,21:00,True
141,Sat,14:00,21:00,True
141,Fri,13:00,18:00,True
142,Thu,08:00,12:00,True
142,Sun,08:00,21:00,True
142,Mon,09:00,18:00,True
142,Fri,08:00,21:00,True
142,Wed,13:00,18:00,True
142,Tue,08:00,21:00,True
143,Sun,08:00,12:00,True
143,Wed,09:00,18:00,True
143,Thu,09:00,13:00,True
143,Fri,14:00,21:00,True
143,Sat,09:00,13:00,True
144,Thu,08:00,21:00,True
144,Wed,14:00,21:00,True
144,Mon,14:00,21:00,True
144,Sun,09:00,13:00,True
145,Tue,09:00,18:00,True
145,Wed,14:00,21:00,True
145,Sun,09:00,18:00,True
146,Fri,09:00,13:00,True
146,Sat,08:00,21:00,True
146,Sun,08:00,21:00,True
146,Wed,13:00,18:00,True
147,Fri,09:00,18:00,True
147,Mon,09:00,18:00,True
147,Tue,08:00,12:00,True
147,Thu,09:00,18:00,True
148,Sun,09:00,18:00,True
148,Thu,08:00,21:00,True
148,Sat,08:00,21:00,True
148,Wed,09:00,18:00,True
149,Thu,08:00,21:00,True
149,Sat,13:00,18:00,True
149,Tue,14:00,21:00,True
150,Thu,09:00,13:00,True
150,Fri,13:00,18:00,True
150,Sat,09:00,18:00,True
150,Sun,09:00,18:00,True
151,Thu,09:00,13:00,True
151,Sat,09:00,18:00,True
151,Tue,14:00,21:00,True
151,Mon,13:00,18:00,True
152,Mon,09:00,18:00,True
152,Fri,08:00,21:00,True
152,Sun,09:00,18:00,True
152,Thu,13:00,18:00,True
152,Tue,08:00,21:00,True
153,Sat,08:00,21:00,True
153,Mon,08:00,12:00,True
153,Wed,09:00,13:00,True
153,Tue,08:00,12:00,True
154,Sat,13:00,18:00,True
154,Fri,09:00,13:00,True
154,Sun,09:00,18:00,True
154,Wed,09:00,13:00,True
154,Tue,14:00,21:00,True
155,Sat,13:00,18:00,True
155,Thu,14:00,21:00,True
155,Sun,08:00,21:00,True
155,Fri,14:00,21:00,True
155,Mon,09:00,18:00,True
156,Fri,13:00,18:00,True
156,Sun,08:00,12:00,True
156,Mon,14:00,21:00,True
156,Wed,08:00,21:00,True
156,Sat,08:00,21:00,True
157,Sat,09:00,13:00,True
157,Tue,09:00,13:00,True
157,Sun,09:00,13:00,True
157,Fri,09:00,18:00,True
157,Thu,13:00,18:00,True
157,Mon,09:00,13:00,True
158,Tue,08:00,12:00,True
158,Fri,09:00,18:00,True
158,Wed,14:00,21:00,True
158,Thu,14:00,21:00,True
158,Mon,09:00,18:00,True
158,Sat,08:00,12:00,True
159,Thu,13:00,18:00,True
159,Fri,09:00,18:00,True
159,Mon,13:00,18:00,True
159,Wed,09:00,13:00,True
160,Wed,08:00,12:00,True
160,Thu,08:00,21:00,True
160,Tue,13:00,18:00,True
160,Fri,09:00,13:00,True
160,Sun,09:00,18:00,True
160,Mon,14:00,21:00,True
161,Wed,08:00,21:00,True
161,Sun,09:00,13:00,True
161,Fri,08:00,12:00,True
161,Mon,09:00,13:00,True
161,Tue,13:00,18:00,True
161,Thu,14:00,21:00,True
162,Thu,08:00,21:00,True
162,Mon,09:00,18:00,True
162,Wed,09:00,13:00,True
163,Sat,08:00,12:00,True
163,Wed,08:00,12:00,True
163,Thu,09:00,13:00,True
163,Fri,13:00,18:00,True
164,Tue,08:00,21:00,True
164,Sun,13:00,18:00,True
164,Mon,08:00,21:00,True
164,Sat,08:00,21:00,True
164,Wed,08:00,21:00,True
164,Fri,08:00,12:00,True
165,Wed,08:00,12:00,True
165,Fri,08:00,21:00,True
165,Tue,14:00,21:00,True
166,Sun,09:00,18:00,True
166,Fri,09:00,18:00,True
166,Wed,14:00,21:00,True
166,Thu,08:00,21:00,True
166,Mon,08:00,21:00,True
166,Sat,08:00,21:00,True
167,Mon,13:00,18:00,True
167,Sun,14:00,21:00,True
167,Fri,09:00,18:00,True
167,Tue,08:00,12:00,True
167,Thu,08:00,21:00,True
168,Thu,13:00,18:00,True
168,Tue,08:00,12:00,True
168,Sat,14:00,21:00,True
168,Sun,08:00,21:00,True
168,Fri,09:00,13:00,True
168,Mon,09:00,18:00,True
169,Sat,08:00,12:00,True
169,Fri,09:00,13:00,True
169,Thu,08:00,12:00,True
169,Tue,09:00,18:00,True
169,Sun,08:00,12:00,True
170,Wed,13:00,18:00,True
170,Thu,14:00,21:00,True
170,Sun,08:00,21:00,True
170,Sat,08:00,12:00,True
171,Tue,08:00,12:00,True
171,Wed,08:00,21:00,True
171,Thu,09:00,13:00,True
171,Mon,14:00,21:00,True
172,Thu,08:00,21:00,True
172,Sat,09:00,18:00,True
172,Wed,09:00,18:00,True
172,Fri,08:00,12:00,True
172,Mon,13:00,18:00,True
172,Sun,14:00,21:00,True
173,Mon,08:00,21:00,True
173,Fri,09:00,18:00,True
173,Thu,09:00,13:00,True
174,Wed,08:00,21:00,True
174,Sat,09:00,18:00,True
174,Tue,08:00,12:00,True
175,Wed,09:00,18:00,True
175,Mon,13:00,18:00,True
175,Thu,09:00,18:00,True
175,Fri,08:00,21:00,True
176,Fri,09:00,18:00,True
176,Wed,14:00,21:00,True
176,Thu,08:00,21:00,True
176,Mon,09:00,13:00,True
176,Sat,08:00,12:00,True
177,Mon,09:00,13:00,True
177,Sun,09:00,13:00,True
177,Fri,08:00,12:00,True
177,Sat,09:00,13:00,True
177,Thu,08:00,12:00,True
178,Tue,08:00,12:00,True
178,Sat,14:00,21:00,True
178,Thu,08:00,21:00,True
179,Sat,08:00,12:00,True
179,Mon,09:00,13:00,True
179,Wed,09:00,18:00,True
180,Sat,08:00,21:00,True
180,Mon,08:00,21:00,True
180,Fri,14:00,21:00,True
180,Wed,08:00,12:00,True
180,Thu,09:00,13:00,True
180,Tue,09:00,13:00,True
181,Fri,09:00,18:00,True
181,Tue,08:00,21:00,True
181,Sun,13:00,18:00,True
181,Sat,13:00,18:00,True
181,Thu,14:00,21:00,True
182,Fri,08:00,12:00,True
182,Sun,14:00,21:00,True
182,Sat,13:00,18:00,True
182,Tue,09:00,13:00,True
182,Mon,09:00,13:00,True
183,Sat,09:00,13:00,True
183,Wed,14:00,21:00,True
183,Thu,08:00,21:00,True
184,Sat,08:00,12:00,True
184,Sun,13:00,18:00,True
184,Thu,09:00,18:00,True
185,Thu,09:00,13:00,True
185,Wed,13:00,18:00,True
185,Sun,08:00,12:00,True
185,Tue,14:00,21:00,True
186,Thu,09:00,13:00,True
186,Sat,08:00,12:00,True
186,Fri,13:00,18:00,True
186,Tue,14:00,21:00,True
186,Wed,13:00,18:00,True
186,Mon,08:00,21:00,True
187,Fri,08:00,12:00,True
187,Thu,09:00,13:00,True
187,Sun,09:00,13:00,True
187,Tue,08:00,21:00,True
187,Sat,13:00,18:00,True
188,Thu,08:00,21:00,True
188,Sun,09:00,18:00,True
188,Mon,09:00,13:00,True
188,Wed,09:00,13:00,True
188,Fri,09:00,18:00,True
189,Sun,08:00,12:00,True
189,Sat,14:00,21:00,True
189,Fri,08:00,21:00,True
189,Wed,08:00,12:00,True
190,Thu,09:00,13:00,True
190,Fri,09:00,18:00,True
190,Sat,14:00,21:00,True
190,Mon,09:00,18:00,True
190,Sun,08:00,21:00,True
191,Sun,09:00,18:00,True
191,Mon,13:00,18:00,True
191,Wed,09:00,13:00,True
191,Thu,09:00,13:00,True
191,Sat,13:00,18:00,True
192,Sat,09:00,13:00,True
192,Tue,13:00,18:00,True
192,Fri,08:00,21:00,True
192,Sun,08:00,21:00,True
193,Thu,08:00,21:00,True
193,Sun,08:00,21:00,True
193,Wed,13:00,18:00,True
193,Sat,09:00,13:00,True
193,Fri,09:00,13:00,True
194,Tue,08:00,12:00,True
194,Sat,08:00,21:00,True
194,Mon,14:00,21:00,True
194,Wed,09:00,13:00,True
195,Thu,09:00,13:00,True
195,Tue,14:00,21:00,True
195,Sat,09:00,18:00,True
195,Fri,14:00,21:00,True
195,Mon,08:00,21:00,True
